reinstant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cnt_lag1
11168,2012-04-10 00:00:00,2,1,4,7,0,2,1,1,0.34,0.3485,0.71,0.1045,16,368,384,103
11169,2012-04-10 00:00:00,2,1,4,8,0,2,1,1,0.38,0.3939,0.62,0.1343,22,670,692,384
11170,2012-04-10 00:00:00,2,1,4,9,0,2,1,1,0.42,0.4242,0.67,0.194,16,303,319,692
11171,2012-04-10 00:00:00,2,1,4,10,0,2,1,1,0.46,0.4545,0.47,0.1642,49,132,181,319
11172,2012-04-10 00:00:00,2,1,4,11,0,2,1,1,0.5,0.4848,0.36,0.0,78,161,239,181
11173,2012-04-10 00:00:00,2,1,4,12,0,2,1,1,0.54,0.5152,0.22,0.2836,75,184,259,239
11174,2012-04-10 00:00:00,2,1,4,13,0,2,1,1,0.52,0.5,0.23,0.1642,81,202,283,259
11175,2012-04-10 00:00:00,2,1,4,14,0,2,1,1,0.54,0.5152,0.24,0.194,75,149,224,283
11176,2012-04-10 00:00:00,2,1,4,15,0,2,1,1,0.56,0.5303,0.21,0.2985,46,157,203,224
11177,2012-04-10 00:00:00,2,1,4,16,0,2,1,1,0.58,0.5455,0.21,0.2537,66,296,362,203
11178,2012-04-10 00:00:00,2,1,4,17,0,2,1,1,0.56,0.5303,0.21,0.5224,88,656,744,362
11179,2012-04-10 00:00:00,2,1,4,18,0,2,1,1,0.54,0.5152,0.22,0.4179,78,626,704,744
11180,2012-04-10 00:00:00,2,1,4,19,0,2,1,1,0.52,0.5,0.2,0.3582,51,428,479,704
11181,2012-04-10 00:00:00,2,1,4,20,0,2,1,1,0.46,0.4545,0.28,0.3881,34,248,282,479
11182,2012-04-10 00:00:00,2,1,4,21,0,2,1,1,0.44,0.4394,0.3,0.4478,15,191,206,282
11183,2012-04-10 00:00:00,2,1,4,22,0,2,1,1,0.4,0.4091,0.37,0.4925,9,118,127,206
11184,2012-04-10 00:00:00,2,1,4,23,0,2,1,1,0.36,0.3333,0.4,0.4179,14,48,62,127
11185,2012-04-11 00:00:00,2,1,4,0,0,3,1,1,0.34,0.303,0.36,0.4179,8,22,30,62
11186,2012-04-11 00:00:00,2,1,4,1,0,3,1,1,0.34,0.3182,0.39,0.2836,3,9,12,30
11187,2012-04-11 00:00:00,2,1,4,2,0,3,1,1,0.32,0.303,0.45,0.2836,0,2,2,12
11188,2012-04-11 00:00:00,2,1,4,3,0,3,1,1,0.3,0.2879,0.49,0.2239,0,2,2,2
11189,2012-04-11 00:00:00,2,1,4,4,0,3,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,2
11190,2012-04-11 00:00:00,2,1,4,5,0,3,1,1,0.28,0.2727,0.56,0.194,1,26,27,188
11191,2012-04-11 00:00:00,2,1,4,6,0,3,1,1,0.28,0.2879,0.56,0.1045,3,103,106,27
11192,2012-04-11 00:00:00,2,1,4,7,0,3,1,1,0.28,0.2879,0.52,0.1343,18,303,321,106
11193,2012-04-11 00:00:00,2,1,4,8,0,3,1,1,0.3,0.2879,0.49,0.2239,14,581,595,321
11194,2012-04-11 00:00:00,2,1,4,9,0,3,1,2,0.32,0.303,0.49,0.2985,20,282,302,595
11195,2012-04-11 00:00:00,2,1,4,10,0,3,1,2,0.34,0.303,0.49,0.3284,26,127,153,302
11196,2012-04-11 00:00:00,2,1,4,11,0,3,1,2,0.38,0.3939,0.43,0.3284,38,142,180,153
11197,2012-04-11 00:00:00,2,1,4,12,0,3,1,2,0.36,0.3333,0.46,0.3881,35,147,182,180
11198,2012-04-11 00:00:00,2,1,4,13,0,3,1,2,0.4,0.4091,0.4,0.3582,16,147,163,182
11199,2012-04-11 00:00:00,2,1,4,14,0,3,1,1,0.36,0.3485,0.57,0.194,34,101,135,163
11200,2012-04-11 00:00:00,2,1,4,15,0,3,1,3,0.38,0.3939,0.46,0.2239,50,152,202,135
11201,2012-04-11 00:00:00,2,1,4,16,0,3,1,1,0.44,0.4394,0.33,0.2985,51,256,307,202
11202,2012-04-11 00:00:00,2,1,4,17,0,3,1,1,0.42,0.4242,0.35,0.3881,52,527,579,307
11203,2012-04-11 00:00:00,2,1,4,18,0,3,1,3,0.4,0.4091,0.43,0.4179,39,546,585,579
11204,2012-04-11 00:00:00,2,1,4,19,0,3,1,1,0.4,0.4091,0.4,0.3582,28,356,384,585
11205,2012-04-11 00:00:00,2,1,4,20,0,3,1,1,0.36,0.3333,0.46,0.3284,22,213,235,384
11206,2012-04-11 00:00:00,2,1,4,21,0,3,1,1,0.34,0.303,0.57,0.3881,11,154,165,235
11207,2012-04-11 00:00:00,2,1,4,22,0,3,1,1,0.34,0.303,0.57,0.3284,4,130,134,165
11208,2012-04-11 00:00:00,2,1,4,23,0,3,1,1,0.34,0.303,0.57,0.2985,9,52,61,134
11209,2012-04-12 00:00:00,2,1,4,0,0,4,1,1,0.32,0.303,0.66,0.2836,1,22,23,61
11210,2012-04-12 00:00:00,2,1,4,1,0,4,1,1,0.32,0.303,0.66,0.2239,2,7,9,23
11211,2012-04-12 00:00:00,2,1,4,2,0,4,1,1,0.32,0.303,0.61,0.2836,0,4,4,9
11212,2012-04-12 00:00:00,2,1,4,3,0,4,1,1,0.32,0.303,0.61,0.2537,2,3,5,4
11213,2012-04-12 00:00:00,2,1,4,4,0,4,1,1,0.3,0.2879,0.61,0.2239,0,1,1,5
11214,2012-04-12 00:00:00,2,1,4,5,0,4,1,1,0.3,0.2879,0.61,0.2239,0,21,21,1
11215,2012-04-12 00:00:00,2,1,4,6,0,4,1,1,0.3,0.2879,0.65,0.2537,2,94,96,21
11216,2012-04-12 00:00:00,2,1,4,7,0,4,1,1,0.3,0.2727,0.65,0.3284,12,294,306,96
11217,2012-04-12 00:00:00,2,1,4,8,0,4,1,1,0.32,0.303,0.66,0.3284,20,604,624,306
11218,2012-04-12 00:00:00,2,1,4,9,0,4,1,1,0.36,0.3333,0.57,0.3582,16,271,287,624
11219,2012-04-12 00:00:00,2,1,4,10,0,4,1,1,0.4,0.4091,0.5,0.2985,38,103,141,287
11220,2012-04-12 00:00:00,2,1,4,11,0,4,1,1,0.42,0.4242,0.47,0.2985,50,174,224,141
11221,2012-04-12 00:00:00,2,1,4,12,0,4,1,1,0.46,0.4545,0.41,0.4478,60,199,259,224
11222,2012-04-12 00:00:00,2,1,4,13,0,4,1,1,0.48,0.4697,0.36,0.4478,55,148,203,259
11223,2012-04-12 00:00:00,2,1,4,14,0,4,1,1,0.5,0.4848,0.31,0.3284,74,150,224,203
11224,2012-04-12 00:00:00,2,1,4,15,0,4,1,1,0.48,0.4697,0.31,0.2537,42,169,211,224
11225,2012-04-12 00:00:00,2,1,4,16,0,4,1,1,0.48,0.4697,0.31,0.2836,54,299,353,211
11226,2012-04-12 00:00:00,2,1,4,17,0,4,1,1,0.5,0.4848,0.27,0.3881,60,596,656,353
11227,2012-04-12 00:00:00,2,1,4,18,0,4,1,1,0.5,0.4848,0.27,0.3881,63,547,610,656
11228,2012-04-12 00:00:00,2,1,4,19,0,4,1,1,0.46,0.4545,0.31,0.2985,50,383,433,610
11229,2012-04-12 00:00:00,2,1,4,20,0,4,1,1,0.44,0.4394,0.33,0.2537,26,254,280,433
11230,2012-04-12 00:00:00,2,1,4,21,0,4,1,1,0.42,0.4242,0.35,0.1343,13,174,187,280
11231,2012-04-12 00:00:00,2,1,4,22,0,4,1,1,0.42,0.4242,0.35,0.194,15,143,158,187
11232,2012-04-12 00:00:00,2,1,4,23,0,4,1,1,0.42,0.4242,0.35,0.194,8,86,94,158
11233,2012-04-13 00:00:00,2,1,4,0,0,5,1,1,0.4,0.4091,0.37,0.2537,14,41,55,94
11234,2012-04-13 00:00:00,2,1,4,1,0,5,1,1,0.36,0.3485,0.46,0.194,2,28,30,55
11235,2012-04-13 00:00:00,2,1,4,2,0,5,1,1,0.34,0.3333,0.49,0.194,6,5,11,30
11236,2012-04-13 00:00:00,2,1,4,3,0,5,1,1,0.34,0.3333,0.61,0.1642,3,8,11,11
11237,2012-04-13 00:00:00,2,1,4,4,0,5,1,2,0.34,0.3333,0.53,0.1343,1,4,5,11
11238,2012-04-13 00:00:00,2,1,4,5,0,5,1,2,0.34,0.3333,0.53,0.1642,2,19,21,5
11239,2012-04-13 00:00:00,2,1,4,6,0,5,1,1,0.32,0.3182,0.57,0.1642,0,84,84,21
11240,2012-04-13 00:00:00,2,1,4,7,0,5,1,1,0.34,0.3182,0.61,0.2239,13,283,296,84
11241,2012-04-13 00:00:00,2,1,4,8,0,5,1,1,0.38,0.3939,0.46,0.1642,24,539,563,296
11242,2012-04-13 00:00:00,2,1,4,9,0,5,1,1,0.42,0.4242,0.41,0.1642,36,294,330,563
11243,2012-04-13 00:00:00,2,1,4,10,0,5,1,1,0.44,0.4394,0.38,0.194,59,133,192,330
11244,2012-04-13 00:00:00,2,1,4,11,0,5,1,1,0.46,0.4545,0.36,0.1343,75,158,233,192
11245,2012-04-13 00:00:00,2,1,4,12,0,5,1,1,0.5,0.4848,0.31,0.0,104,218,322,233
11246,2012-04-13 00:00:00,2,1,4,13,0,5,1,1,0.52,0.5,0.27,0.2836,112,246,358,322
11247,2012-04-13 00:00:00,2,1,4,14,0,5,1,1,0.52,0.5,0.27,0.0,125,223,348,358
11248,2012-04-13 00:00:00,2,1,4,15,0,5,1,1,0.54,0.5152,0.28,0.2537,115,237,352,348
11249,2012-04-13 00:00:00,2,1,4,16,0,5,1,1,0.56,0.5303,0.26,0.2537,113,350,463,352
11250,2012-04-13 00:00:00,2,1,4,17,0,5,1,1,0.56,0.5303,0.24,0.1642,117,621,738,463
11251,2012-04-13 00:00:00,2,1,4,18,0,5,1,1,0.54,0.5152,0.26,0.1343,107,564,671,738
11252,2012-04-13 00:00:00,2,1,4,19,0,5,1,1,0.54,0.5152,0.24,0.1642,75,352,427,671
11253,2012-04-13 00:00:00,2,1,4,20,0,5,1,1,0.5,0.4848,0.29,0.1343,44,242,286,427
11254,2012-04-13 00:00:00,2,1,4,21,0,5,1,1,0.5,0.4848,0.36,0.0,36,153,189,286
11255,2012-04-13 00:00:00,2,1,4,22,0,5,1,1,0.44,0.4394,0.62,0.1045,34,181,215,189
11256,2012-04-13 00:00:00,2,1,4,23,0,5,1,1,0.42,0.4242,0.62,0.0896,35,163,198,215
11257,2012-04-14 00:00:00,2,1,4,0,0,6,0,1,0.4,0.4091,0.58,0.1343,11,85,96,198
11258,2012-04-14 00:00:00,2,1,4,1,0,6,0,1,0.4,0.4091,0.58,0.1343,10,60,70,96
11259,2012-04-14 00:00:00,2,1,4,2,0,6,0,1,0.38,0.3939,0.66,0.1343,3,53,56,70
11260,2012-04-14 00:00:00,2,1,4,3,0,6,0,1,0.36,0.3636,0.66,0.0896,6,26,32,56
11261,2012-04-14 00:00:00,2,1,4,4,0,6,0,1,0.36,0.3636,0.71,0.1045,5,9,14,32
11262,2012-04-14 00:00:00,2,1,4,5,0,6,0,1,0.36,0.3636,0.66,0.1045,2,5,7,14
11263,2012-04-14 00:00:00,2,1,4,6,0,6,0,1,0.34,0.3333,0.76,0.1642,2,19,21,7
11264,2012-04-14 00:00:00,2,1,4,7,0,6,0,1,0.36,0.3636,0.71,0.1045,8,56,64,21
11265,2012-04-14 00:00:00,2,1,4,8,0,6,0,1,0.36,0.3485,0.71,0.1343,24,136,160,64
11266,2012-04-14 00:00:00,2,1,4,9,0,6,0,1,0.42,0.4242,0.54,0.1343,59,206,265,160
11267,2012-04-14 00:00:00,2,1,4,10,0,6,0,1,0.46,0.4545,0.51,0.1642,139,267,406,265
11268,2012-04-14 00:00:00,2,1,4,11,0,6,0,1,0.52,0.5,0.45,0.194,207,357,564,406
11269,2012-04-14 00:00:00,2,1,4,12,0,6,0,1,0.58,0.5455,0.35,0.2537,274,404,678,564
11270,2012-04-14 00:00:00,2,1,4,13,0,6,0,1,0.62,0.6212,0.33,0.2985,308,370,678,678
11271,2012-04-14 00:00:00,2,1,4,14,0,6,0,2,0.64,0.6212,0.27,0.4478,288,372,660,678
11272,2012-04-14 00:00:00,2,1,4,15,0,6,0,2,0.64,0.6212,0.27,0.3582,311,347,658,660
11273,2012-04-14 00:00:00,2,1,4,16,0,6,0,2,0.64,0.6212,0.27,0.3582,253,329,582,658
11274,2012-04-14 00:00:00,2,1,4,17,0,6,0,2,0.62,0.6212,0.33,0.2537,251,309,560,582
11275,2012-04-14 00:00:00,2,1,4,18,0,6,0,2,0.62,0.6212,0.35,0.2239,197,284,481,560
11276,2012-04-14 00:00:00,2,1,4,19,0,6,0,2,0.6,0.6212,0.4,0.1642,163,296,459,481
11277,2012-04-14 00:00:00,2,1,4,20,0,6,0,2,0.56,0.5303,0.46,0.1343,112,209,321,459
11278,2012-04-14 00:00:00,2,1,4,21,0,6,0,2,0.56,0.5303,0.43,0.1343,53,167,220,321
11279,2012-04-14 00:00:00,2,1,4,22,0,6,0,2,0.54,0.5152,0.52,0.1642,64,148,212,220
11280,2012-04-14 00:00:00,2,1,4,23,0,6,0,2,0.54,0.5152,0.56,0.194,45,151,196,212
11281,2012-04-15 00:00:00,2,1,4,0,0,0,0,2,0.54,0.5152,0.56,0.194,30,94,124,196
11282,2012-04-15 00:00:00,2,1,4,1,0,0,0,2,0.54,0.5152,0.56,0.1642,17,89,106,124
11283,2012-04-15 00:00:00,2,1,4,2,0,0,0,2,0.54,0.5152,0.56,0.1045,20,54,74,106
11284,2012-04-15 00:00:00,2,1,4,3,0,0,0,2,0.52,0.5,0.59,0.1343,18,27,45,74
11285,2012-04-15 00:00:00,2,1,4,4,0,0,0,2,0.54,0.5152,0.52,0.0,2,10,12,45
11286,2012-04-15 00:00:00,2,1,4,5,0,0,0,1,0.5,0.4848,0.68,0.1642,4,6,10,12
11287,2012-04-15 00:00:00,2,1,4,6,0,0,0,1,0.5,0.4848,0.63,0.1343,5,11,16,10
11288,2012-04-15 00:00:00,2,1,4,7,0,0,0,1,0.5,0.4848,0.63,0.1045,16,30,46,16
11289,2012-04-15 00:00:00,2,1,4,8,0,0,0,1,0.52,0.5,0.59,0.0,33,64,97,46
11290,2012-04-15 00:00:00,2,1,4,9,0,0,0,1,0.54,0.5152,0.56,0.2239,97,154,251,97
11291,2012-04-15 00:00:00,2,1,4,10,0,0,0,1,0.58,0.5455,0.53,0.2239,186,235,421,251
11292,2012-04-15 00:00:00,2,1,4,11,0,0,0,1,0.62,0.6212,0.46,0.2985,227,301,528,421
11293,2012-04-15 00:00:00,2,1,4,12,0,0,0,1,0.64,0.6212,0.44,0.2836,275,360,635,528
11294,2012-04-15 00:00:00,2,1,4,13,0,0,0,1,0.66,0.6212,0.44,0.2836,298,383,681,635
11295,2012-04-15 00:00:00,2,1,4,14,0,0,0,1,0.7,0.6364,0.39,0.2836,282,346,628,681
11296,2012-04-15 00:00:00,2,1,4,15,0,0,0,1,0.7,0.6364,0.39,0.3881,266,351,617,628
11297,2012-04-15 00:00:00,2,1,4,16,0,0,0,1,0.72,0.6515,0.39,0.3582,286,330,616,617
11298,2012-04-15 00:00:00,2,1,4,17,0,0,0,1,0.7,0.6364,0.42,0.3284,262,361,623,616
11299,2012-04-15 00:00:00,2,1,4,18,0,0,0,1,0.7,0.6364,0.42,0.2537,184,295,479,623
11300,2012-04-15 00:00:00,2,1,4,19,0,0,0,1,0.7,0.6364,0.42,0.2537,114,265,379,479
11301,2012-04-15 00:00:00,2,1,4,20,0,0,0,1,0.64,0.6212,0.5,0.2239,86,205,291,379
11302,2012-04-15 00:00:00,2,1,4,21,0,0,0,1,0.62,0.6212,0.57,0.2537,76,153,229,291
11303,2012-04-15 00:00:00,2,1,4,22,0,0,0,1,0.68,0.6364,0.44,0.3582,37,97,134,229
11304,2012-04-15 00:00:00,2,1,4,23,0,0,0,1,0.66,0.6212,0.5,0.3881,25,65,90,134
11305,2012-04-16 00:00:00,2,1,4,0,1,1,0,1,0.64,0.6212,0.53,0.3284,15,26,41,90
11306,2012-04-16 00:00:00,2,1,4,1,1,1,0,1,0.62,0.6061,0.61,0.3582,7,21,28,41
11307,2012-04-16 00:00:00,2,1,4,2,1,1,0,1,0.6,0.6061,0.64,0.2537,5,9,14,28
11308,2012-04-16 00:00:00,2,1,4,3,1,1,0,1,0.58,0.5455,0.68,0.194,3,5,8,14
11309,2012-04-16 00:00:00,2,1,4,4,1,1,0,1,0.54,0.5152,0.77,0.2239,0,6,6,8
11310,2012-04-16 00:00:00,2,1,4,5,1,1,0,1,0.54,0.5152,0.77,0.2239,4,34,38,6
11311,2012-04-16 00:00:00,2,1,4,6,1,1,0,1,0.52,0.5,0.83,0.1642,10,123,133,38
11312,2012-04-16 00:00:00,2,1,4,7,1,1,0,1,0.52,0.5,0.83,0.1343,20,367,387,133
11313,2012-04-16 00:00:00,2,1,4,8,1,1,0,2,0.56,0.5303,0.83,0.1642,48,549,597,387
11314,2012-04-16 00:00:00,2,1,4,9,1,1,0,1,0.62,0.6061,0.69,0.2239,59,238,297,597
11315,2012-04-16 00:00:00,2,1,4,10,1,1,0,1,0.62,0.6061,0.69,0.2537,75,149,224,297
11316,2012-04-16 00:00:00,2,1,4,11,1,1,0,1,0.64,0.6061,0.65,0.2537,115,136,251,224
11317,2012-04-16 00:00:00,2,1,4,12,1,1,0,1,0.68,0.6364,0.57,0.2537,75,196,271,251
11318,2012-04-16 00:00:00,2,1,4,13,1,1,0,1,0.74,0.6667,0.45,0.2985,79,184,263,271
11319,2012-04-16 00:00:00,2,1,4,14,1,1,0,1,0.76,0.6818,0.45,0.3284,105,183,288,263
11320,2012-04-16 00:00:00,2,1,4,15,1,1,0,1,0.8,0.697,0.33,0.4478,81,194,275,288
11321,2012-04-16 00:00:00,2,1,4,16,1,1,0,1,0.8,0.697,0.33,0.4627,92,266,358,275
11322,2012-04-16 00:00:00,2,1,4,17,1,1,0,1,0.8,0.697,0.33,0.3881,111,601,712,358
11323,2012-04-16 00:00:00,2,1,4,18,1,1,0,1,0.8,0.697,0.31,0.3881,87,589,676,712
11324,2012-04-16 00:00:00,2,1,4,19,1,1,0,1,0.76,0.6667,0.35,0.3881,61,461,522,676
11325,2012-04-16 00:00:00,2,1,4,20,1,1,0,1,0.74,0.6515,0.37,0.2985,48,327,375,522
11326,2012-04-16 00:00:00,2,1,4,21,1,1,0,1,0.68,0.6364,0.51,0.2537,39,232,271,375
11327,2012-04-16 00:00:00,2,1,4,22,1,1,0,1,0.68,0.6364,0.51,0.2537,35,179,214,271
11328,2012-04-16 00:00:00,2,1,4,23,1,1,0,1,0.7,0.6364,0.45,0.2985,24,97,121,214
11329,2012-04-17 00:00:00,2,1,4,0,0,2,1,1,0.66,0.6212,0.54,0.194,10,33,43,121
11330,2012-04-17 00:00:00,2,1,4,1,0,2,1,1,0.64,0.6212,0.57,0.1642,6,5,11,43
11331,2012-04-17 00:00:00,2,1,4,2,0,2,1,1,0.56,0.5303,0.83,0.1045,1,3,4,11
11332,2012-04-17 00:00:00,2,1,4,3,0,2,1,1,0.56,0.5303,0.83,0.0896,0,6,6,4
11333,2012-04-17 00:00:00,2,1,4,4,0,2,1,1,0.66,0.6212,0.44,0.2239,3,6,9,6
11334,2012-04-17 00:00:00,2,1,4,5,0,2,1,1,0.6,0.6212,0.53,0.2537,1,29,30,9
11335,2012-04-17 00:00:00,2,1,4,6,0,2,1,1,0.6,0.6212,0.46,0.2537,8,136,144,30
11336,2012-04-17 00:00:00,2,1,4,7,0,2,1,1,0.6,0.6212,0.43,0.2537,18,443,461,144
11337,2012-04-17 00:00:00,2,1,4,8,0,2,1,1,0.6,0.6212,0.43,0.2239,42,631,673,461
11338,2012-04-17 00:00:00,2,1,4,9,0,2,1,1,0.6,0.6212,0.38,0.4925,71,329,400,673
11339,2012-04-17 00:00:00,2,1,4,10,0,2,1,1,0.6,0.6212,0.38,0.4179,52,165,217,400
11340,2012-04-17 00:00:00,2,1,4,11,0,2,1,1,0.6,0.6212,0.33,0.4179,65,174,239,217
11341,2012-04-17 00:00:00,2,1,4,12,0,2,1,1,0.6,0.6212,0.33,0.3582,65,179,244,239
11342,2012-04-17 00:00:00,2,1,4,13,0,2,1,1,0.62,0.6212,0.29,0.2537,52,187,239,244
11343,2012-04-17 00:00:00,2,1,4,14,0,2,1,1,0.64,0.6212,0.27,0.2836,59,198,257,239
11344,2012-04-17 00:00:00,2,1,4,15,0,2,1,1,0.66,0.6212,0.24,0.3284,91,217,308,257
11345,2012-04-17 00:00:00,2,1,4,16,0,2,1,1,0.68,0.6212,0.22,0.3582,50,320,370,308
11346,2012-04-17 00:00:00,2,1,4,17,0,2,1,1,0.64,0.6061,0.25,0.2985,108,673,781,370
11347,2012-04-17 00:00:00,2,1,4,18,0,2,1,1,0.64,0.6061,0.25,0.2836,105,670,775,781
11348,2012-04-17 00:00:00,2,1,4,19,0,2,1,1,0.6,0.6061,0.26,0.2537,73,464,537,775
11349,2012-04-17 00:00:00,2,1,4,20,0,2,1,1,0.6,0.6061,0.23,0.2836,44,358,402,537
11350,2012-04-17 00:00:00,2,1,4,21,0,2,1,1,0.56,0.5303,0.26,0.2985,37,260,297,402
11351,2012-04-17 00:00:00,2,1,4,22,0,2,1,1,0.54,0.5152,0.3,0.2537,18,144,162,297
11352,2012-04-17 00:00:00,2,1,4,23,0,2,1,1,0.54,0.5152,0.32,0.2239,10,72,82,162
11353,2012-04-18 00:00:00,2,1,4,0,0,3,1,1,0.54,0.5152,0.32,0.1642,3,35,38,82
11354,2012-04-18 00:00:00,2,1,4,1,0,3,1,1,0.52,0.5,0.34,0.194,1,13,14,38
11355,2012-04-18 00:00:00,2,1,4,2,0,3,1,2,0.5,0.4848,0.42,0.194,1,8,9,14
11356,2012-04-18 00:00:00,2,1,4,3,0,3,1,2,0.5,0.4848,0.42,0.2239,0,6,6,9
11357,2012-04-18 00:00:00,2,1,4,4,0,3,1,2,0.5,0.4848,0.42,0.2836,0,7,7,6
11358,2012-04-18 00:00:00,2,1,4,5,0,3,1,2,0.5,0.4848,0.39,0.2836,0,34,34,7
11359,2012-04-18 00:00:00,2,1,4,6,0,3,1,2,0.5,0.4848,0.39,0.2836,6,128,134,34
11360,2012-04-18 00:00:00,2,1,4,7,0,3,1,2,0.5,0.4848,0.39,0.194,10,408,418,134
11361,2012-04-18 00:00:00,2,1,4,8,0,3,1,3,0.5,0.4848,0.39,0.194,25,551,576,418
11362,2012-04-18 00:00:00,2,1,4,9,0,3,1,3,0.48,0.4697,0.44,0.2985,20,245,265,576
11363,2012-04-18 00:00:00,2,1,4,10,0,3,1,3,0.48,0.4697,0.47,0.2239,31,116,147,265
11364,2012-04-18 00:00:00,2,1,4,11,0,3,1,3,0.46,0.4545,0.47,0.2537,14,105,119,147
11365,2012-04-18 00:00:00,2,1,4,12,0,3,1,3,0.46,0.4545,0.51,0.1045,15,95,110,119
11366,2012-04-18 00:00:00,2,1,4,13,0,3,1,3,0.46,0.4545,0.59,0.0,13,51,64,110
11367,2012-04-18 00:00:00,2,1,4,14,0,3,1,3,0.44,0.4394,0.72,0.1045,8,43,51,64
11368,2012-04-18 00:00:00,2,1,4,15,0,3,1,3,0.42,0.4242,0.77,0.194,10,88,98,51
11369,2012-04-18 00:00:00,2,1,4,16,0,3,1,2,0.42,0.4242,0.77,0.2239,36,199,235,98
11370,2012-04-18 00:00:00,2,1,4,17,0,3,1,2,0.42,0.4242,0.77,0.194,46,442,488,235
11371,2012-04-18 00:00:00,2,1,4,18,0,3,1,2,0.42,0.4242,0.77,0.0,27,478,505,488
11372,2012-04-18 00:00:00,2,1,4,19,0,3,1,2,0.42,0.4242,0.77,0.1343,26,342,368,505
11373,2012-04-18 00:00:00,2,1,4,20,0,3,1,2,0.42,0.4242,0.77,0.1045,8,252,260,368
11374,2012-04-18 00:00:00,2,1,4,21,0,3,1,2,0.42,0.4242,0.82,0.0896,24,165,189,260
11375,2012-04-18 00:00:00,2,1,4,22,0,3,1,2,0.42,0.4242,0.77,0.0896,9,153,162,189
11376,2012-04-18 00:00:00,2,1,4,23,0,3,1,2,0.42,0.4242,0.77,0.0,14,56,70,162
11377,2012-04-19 00:00:00,2,1,4,0,0,4,1,3,0.42,0.4242,0.77,0.0,5,20,25,70
11378,2012-04-19 00:00:00,2,1,4,1,0,4,1,3,0.42,0.4242,0.77,0.1045,2,11,13,25
11379,2012-04-19 00:00:00,2,1,4,2,0,4,1,2,0.42,0.4242,0.77,0.0,2,4,6,13
11380,2012-04-19 00:00:00,2,1,4,3,0,4,1,2,0.42,0.4242,0.77,0.0,1,3,4,6
11381,2012-04-19 00:00:00,2,1,4,4,0,4,1,2,0.42,0.4242,0.71,0.0,0,4,4,4
11382,2012-04-19 00:00:00,2,1,4,5,0,4,1,1,0.4,0.4091,0.82,0.0,0,30,30,4
11383,2012-04-19 00:00:00,2,1,4,6,0,4,1,2,0.4,0.4091,0.82,0.1045,4,116,120,30
11384,2012-04-19 00:00:00,2,1,4,7,0,4,1,2,0.4,0.4091,0.82,0.1343,15,391,406,120
11385,2012-04-19 00:00:00,2,1,4,8,0,4,1,2,0.42,0.4242,0.82,0.1045,26,651,677,406
11386,2012-04-19 00:00:00,2,1,4,9,0,4,1,2,0.46,0.4545,0.72,0.0,31,270,301,677
11387,2012-04-19 00:00:00,2,1,4,10,0,4,1,1,0.48,0.4697,0.63,0.0896,46,143,189,301
11388,2012-04-19 00:00:00,2,1,4,11,0,4,1,1,0.52,0.5,0.48,0.0,46,183,229,189
11389,2012-04-19 00:00:00,2,1,4,12,0,4,1,1,0.54,0.5152,0.49,0.0,51,213,264,229
11390,2012-04-19 00:00:00,2,1,4,13,0,4,1,1,0.56,0.5303,0.46,0.0,52,186,238,264
11391,2012-04-19 00:00:00,2,1,4,14,0,4,1,1,0.58,0.5455,0.43,0.0,54,183,237,238
11392,2012-04-19 00:00:00,2,1,4,15,0,4,1,1,0.6,0.6212,0.43,0.0,66,196,262,237
11393,2012-04-19 00:00:00,2,1,4,16,0,4,1,1,0.62,0.6212,0.41,0.1045,63,324,387,262
11394,2012-04-19 00:00:00,2,1,4,17,0,4,1,1,0.6,0.6212,0.43,0.0896,85,663,748,387
11395,2012-04-19 00:00:00,2,1,4,18,0,4,1,1,0.6,0.6212,0.43,0.0896,99,677,776,748
11396,2012-04-19 00:00:00,2,1,4,19,0,4,1,1,0.58,0.5455,0.46,0.1343,70,516,586,776
11397,2012-04-19 00:00:00,2,1,4,20,0,4,1,1,0.56,0.5303,0.49,0.2239,52,352,404,586
11398,2012-04-19 00:00:00,2,1,4,21,0,4,1,1,0.52,0.5,0.55,0.1045,27,240,267,404
11399,2012-04-19 00:00:00,2,1,4,22,0,4,1,1,0.52,0.5,0.59,0.194,29,219,248,267
11400,2012-04-19 00:00:00,2,1,4,23,0,4,1,1,0.5,0.4848,0.63,0.1045,20,124,144,248
11401,2012-04-20 00:00:00,2,1,4,0,0,5,1,1,0.48,0.4697,0.67,0.1045,5,59,64,144
11402,2012-04-20 00:00:00,2,1,4,1,0,5,1,1,0.46,0.4545,0.82,0.194,3,22,25,64
11403,2012-04-20 00:00:00,2,1,4,2,0,5,1,1,0.44,0.4394,0.88,0.194,3,18,21,25
11404,2012-04-20 00:00:00,2,1,4,3,0,5,1,1,0.44,0.4394,0.88,0.1045,1,9,10,21
11405,2012-04-20 00:00:00,2,1,4,4,0,5,1,1,0.42,0.4242,0.94,0.1045,0,3,3,10
11406,2012-04-20 00:00:00,2,1,4,5,0,5,1,1,0.42,0.4242,0.94,0.0,1,24,25,3
11407,2012-04-20 00:00:00,2,1,4,6,0,5,1,1,0.42,0.4242,0.88,0.0,8,105,113,25
11408,2012-04-20 00:00:00,2,1,4,7,0,5,1,1,0.42,0.4242,0.94,0.0,9,350,359,113
