reinstant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
6713,2011-10-07 00:00:00,4,0,10,16,0,5,1,1,0.64,0.6212,0.44,0.0,73,346,419
6714,2011-10-07 00:00:00,4,0,10,17,0,5,1,1,0.6,0.6212,0.56,0.2537,101,462,563
6715,2011-10-07 00:00:00,4,0,10,18,0,5,1,1,0.56,0.5303,0.6,0.0896,94,371,465
6716,2011-10-07 00:00:00,4,0,10,19,0,5,1,1,0.56,0.5303,0.52,0.0,51,243,294
6717,2011-10-07 00:00:00,4,0,10,20,0,5,1,1,0.54,0.5152,0.49,0.0,30,167,197
6718,2011-10-07 00:00:00,4,0,10,21,0,5,1,1,0.5,0.4848,0.68,0.0,22,144,166
6719,2011-10-07 00:00:00,4,0,10,22,0,5,1,1,0.5,0.4848,0.68,0.0,27,119,146
6720,2011-10-07 00:00:00,4,0,10,23,0,5,1,1,0.5,0.4848,0.63,0.0,23,113,136
6721,2011-10-08 00:00:00,4,0,10,0,0,6,0,1,0.48,0.4697,0.72,0.0,17,72,89
6722,2011-10-08 00:00:00,4,0,10,1,0,6,0,1,0.46,0.4545,0.82,0.0,14,51,65
6723,2011-10-08 00:00:00,4,0,10,2,0,6,0,1,0.46,0.4545,0.82,0.0,4,41,45
6724,2011-10-08 00:00:00,4,0,10,3,0,6,0,1,0.44,0.4394,0.88,0.0,4,16,20
6725,2011-10-08 00:00:00,4,0,10,4,0,6,0,1,0.42,0.4242,0.94,0.1343,3,7,10
6726,2011-10-08 00:00:00,4,0,10,5,0,6,0,1,0.42,0.4242,0.88,0.1045,1,7,8
6727,2011-10-08 00:00:00,4,0,10,6,0,6,0,1,0.42,0.4242,0.94,0.0,6,16,22
6728,2011-10-08 00:00:00,4,0,10,7,0,6,0,1,0.42,0.4242,0.94,0.0896,27,46,73
6729,2011-10-08 00:00:00,4,0,10,8,0,6,0,1,0.46,0.4545,0.82,0.0,14,89,103
6730,2011-10-08 00:00:00,4,0,10,9,0,6,0,1,0.5,0.4848,0.77,0.0,54,163,217
6731,2011-10-08 00:00:00,4,0,10,10,0,6,0,1,0.52,0.5,0.77,0.0,120,217,337
6732,2011-10-08 00:00:00,4,0,10,11,0,6,0,1,0.58,0.5455,0.56,0.0,176,221,397
6733,2011-10-08 00:00:00,4,0,10,12,0,6,0,1,0.62,0.6212,0.35,0.0,191,255,446
6734,2011-10-08 00:00:00,4,0,10,13,0,6,0,1,0.62,0.6212,0.46,0.1045,256,229,485
6735,2011-10-08 00:00:00,4,0,10,14,0,6,0,1,0.62,0.6212,0.5,0.0896,251,214,465
6736,2011-10-08 00:00:00,4,0,10,15,0,6,0,1,0.66,0.6212,0.39,0.0,262,234,496
6737,2011-10-08 00:00:00,4,0,10,16,0,6,0,1,0.64,0.6212,0.44,0.0896,221,230,451
6738,2011-10-08 00:00:00,4,0,10,17,0,6,0,1,0.62,0.6212,0.5,0.1343,174,219,393
6739,2011-10-08 00:00:00,4,0,10,18,0,6,0,1,0.6,0.6212,0.46,0.1045,135,224,359
6740,2011-10-08 00:00:00,4,0,10,19,0,6,0,1,0.54,0.5152,0.68,0.1343,76,172,248
6741,2011-10-08 00:00:00,4,0,10,20,0,6,0,1,0.52,0.5,0.77,0.1045,78,124,202
6742,2011-10-08 00:00:00,4,0,10,21,0,6,0,1,0.52,0.5,0.77,0.0,54,133,187
6743,2011-10-08 00:00:00,4,0,10,22,0,6,0,1,0.5,0.4848,0.77,0.0,45,104,149
6744,2011-10-08 00:00:00,4,0,10,23,0,6,0,1,0.48,0.4697,0.88,0.0,52,90,142
6745,2011-10-09 00:00:00,4,0,10,0,0,0,0,1,0.46,0.4545,0.88,0.0896,46,83,129
6746,2011-10-09 00:00:00,4,0,10,1,0,0,0,1,0.46,0.4545,0.88,0.0,15,63,78
6747,2011-10-09 00:00:00,4,0,10,2,0,0,0,1,0.46,0.4545,0.88,0.0,20,35,55
6748,2011-10-09 00:00:00,4,0,10,3,0,0,0,1,0.44,0.4394,0.88,0.0,10,20,30
6749,2011-10-09 00:00:00,4,0,10,4,0,0,0,1,0.44,0.4394,0.88,0.0,7,7,14
6750,2011-10-09 00:00:00,4,0,10,5,0,0,0,1,0.44,0.4394,0.88,0.0,1,14,15
6751,2011-10-09 00:00:00,4,0,10,6,0,0,0,1,0.44,0.4394,0.88,0.0,7,14,21
6752,2011-10-09 00:00:00,4,0,10,7,0,0,0,1,0.44,0.4394,0.86,0.0,18,26,44
6753,2011-10-09 00:00:00,4,0,10,8,0,0,0,1,0.46,0.4545,0.88,0.0,25,82,107
6754,2011-10-09 00:00:00,4,0,10,9,0,0,0,1,0.5,0.4848,0.77,0.0,66,119,185
6755,2011-10-09 00:00:00,4,0,10,10,0,0,0,1,0.56,0.5303,0.68,0.0896,155,210,365
6756,2011-10-09 00:00:00,4,0,10,11,0,0,0,1,0.62,0.6212,0.53,0.0896,189,234,423
6757,2011-10-09 00:00:00,4,0,10,12,0,0,0,1,0.64,0.6212,0.44,0.0896,212,243,455
6758,2011-10-09 00:00:00,4,0,10,13,0,0,0,1,0.66,0.6212,0.44,0.0896,225,193,418
6759,2011-10-09 00:00:00,4,0,10,14,0,0,0,1,0.68,0.6364,0.47,0.1642,272,228,500
6760,2011-10-09 00:00:00,4,0,10,15,0,0,0,1,0.68,0.6364,0.51,0.1642,198,209,407
6761,2011-10-09 00:00:00,4,0,10,16,0,0,0,1,0.66,0.6212,0.5,0.1343,223,247,470
6762,2011-10-09 00:00:00,4,0,10,17,0,0,0,1,0.62,0.6061,0.61,0.1045,208,230,438
6763,2011-10-09 00:00:00,4,0,10,18,0,0,0,1,0.64,0.6212,0.5,0.1045,186,228,414
6764,2011-10-09 00:00:00,4,0,10,19,0,0,0,1,0.56,0.5303,0.73,0.0896,116,186,302
6765,2011-10-09 00:00:00,4,0,10,20,0,0,0,1,0.56,0.5303,0.73,0.1045,59,134,193
6766,2011-10-09 00:00:00,4,0,10,21,0,0,0,1,0.54,0.5152,0.83,0.1045,53,120,173
6767,2011-10-09 00:00:00,4,0,10,22,0,0,0,2,0.52,0.5,0.94,0.0,48,104,152
6768,2011-10-09 00:00:00,4,0,10,23,0,0,0,1,0.5,0.4848,0.88,0.1045,38,85,123
6769,2011-10-10 00:00:00,4,0,10,0,1,1,0,1,0.5,0.4848,0.94,0.0,11,42,53
6770,2011-10-10 00:00:00,4,0,10,1,1,1,0,1,0.48,0.4697,0.88,0.0,4,30,34
6771,2011-10-10 00:00:00,4,0,10,2,1,1,0,1,0.48,0.4697,0.88,0.0,4,15,19
6772,2011-10-10 00:00:00,4,0,10,3,1,1,0,1,0.46,0.4545,0.88,0.0,2,9,11
6773,2011-10-10 00:00:00,4,0,10,4,1,1,0,1,0.46,0.4545,0.94,0.0,2,4,6
6774,2011-10-10 00:00:00,4,0,10,5,1,1,0,1,0.46,0.4545,0.94,0.0,2,19,21
6775,2011-10-10 00:00:00,4,0,10,6,1,1,0,1,0.44,0.4394,0.94,0.0,5,39,44
6776,2011-10-10 00:00:00,4,0,10,7,1,1,0,1,0.46,0.4545,0.88,0.0,12,102,114
6777,2011-10-10 00:00:00,4,0,10,8,1,1,0,1,0.52,0.5,0.83,0.0,27,227,254
6778,2011-10-10 00:00:00,4,0,10,9,1,1,0,1,0.54,0.5152,0.77,0.0,58,161,219
6779,2011-10-10 00:00:00,4,0,10,10,1,1,0,1,0.56,0.5303,0.73,0.1642,107,158,265
6780,2011-10-10 00:00:00,4,0,10,11,1,1,0,1,0.62,0.6061,0.69,0.0896,139,183,322
6781,2011-10-10 00:00:00,4,0,10,12,1,1,0,2,0.7,0.6515,0.48,0.0896,164,201,365
6782,2011-10-10 00:00:00,4,0,10,13,1,1,0,1,0.72,0.6515,0.37,0.0,146,219,365
6783,2011-10-10 00:00:00,4,0,10,14,1,1,0,1,0.74,0.6515,0.37,0.0,147,223,370
6784,2011-10-10 00:00:00,4,0,10,15,1,1,0,2,0.72,0.6515,0.42,0.1045,130,254,384
6785,2011-10-10 00:00:00,4,0,10,16,1,1,0,2,0.7,0.6364,0.45,0.0896,154,248,402
6786,2011-10-10 00:00:00,4,0,10,17,1,1,0,2,0.66,0.6212,0.54,0.1045,125,334,459
6787,2011-10-10 00:00:00,4,0,10,18,1,1,0,2,0.64,0.6212,0.53,0.0,108,365,473
6788,2011-10-10 00:00:00,4,0,10,19,1,1,0,2,0.58,0.5455,0.78,0.0896,69,267,336
6789,2011-10-10 00:00:00,4,0,10,20,1,1,0,1,0.6,0.5909,0.73,0.0,37,188,225
6790,2011-10-10 00:00:00,4,0,10,21,1,1,0,1,0.56,0.5303,0.88,0.0896,27,148,175
6791,2011-10-10 00:00:00,4,0,10,22,1,1,0,1,0.56,0.5303,0.88,0.0896,22,104,126
6792,2011-10-10 00:00:00,4,0,10,23,1,1,0,2,0.54,0.5152,0.88,0.1045,12,63,75
6793,2011-10-11 00:00:00,4,0,10,0,0,2,1,2,0.54,0.5152,0.88,0.0,14,16,30
6794,2011-10-11 00:00:00,4,0,10,1,0,2,1,2,0.52,0.5,0.94,0.0896,2,9,11
6795,2011-10-11 00:00:00,4,0,10,2,0,2,1,2,0.52,0.5,0.94,0.1343,1,4,5
6796,2011-10-11 00:00:00,4,0,10,3,0,2,1,2,0.52,0.5,0.88,0.1045,2,1,3
6797,2011-10-11 00:00:00,4,0,10,4,0,2,1,2,0.52,0.5,0.88,0.1343,0,5,5
6798,2011-10-11 00:00:00,4,0,10,5,0,2,1,2,0.52,0.5,0.88,0.0,0,20,20
6799,2011-10-11 00:00:00,4,0,10,6,0,2,1,1,0.52,0.5,0.83,0.0896,9,114,123
6800,2011-10-11 00:00:00,4,0,10,7,0,2,1,2,0.52,0.5,0.88,0.0896,19,333,352
6801,2011-10-11 00:00:00,4,0,10,8,0,2,1,2,0.56,0.5303,0.83,0.1045,31,375,406
6802,2011-10-11 00:00:00,4,0,10,9,0,2,1,2,0.6,0.5909,0.69,0.0,40,195,235
6803,2011-10-11 00:00:00,4,0,10,10,0,2,1,2,0.6,0.5909,0.69,0.1343,38,111,149
6804,2011-10-11 00:00:00,4,0,10,11,0,2,1,2,0.6,0.5909,0.73,0.1642,31,92,123
6805,2011-10-11 00:00:00,4,0,10,12,0,2,1,2,0.6,0.5909,0.73,0.1642,51,130,181
6806,2011-10-11 00:00:00,4,0,10,13,0,2,1,2,0.6,0.5909,0.73,0.194,42,138,180
6807,2011-10-11 00:00:00,4,0,10,14,0,2,1,3,0.6,0.5909,0.73,0.1045,54,117,171
6808,2011-10-11 00:00:00,4,0,10,15,0,2,1,2,0.6,0.5758,0.78,0.1642,36,139,175
6809,2011-10-11 00:00:00,4,0,10,16,0,2,1,2,0.6,0.5909,0.73,0.1642,63,257,320
6810,2011-10-11 00:00:00,4,0,10,17,0,2,1,2,0.6,0.5758,0.78,0.2537,70,534,604
6811,2011-10-11 00:00:00,4,0,10,18,0,2,1,2,0.6,0.5758,0.78,0.2239,46,493,539
6812,2011-10-11 00:00:00,4,0,10,19,0,2,1,2,0.58,0.5455,0.83,0.2239,33,285,318
6813,2011-10-11 00:00:00,4,0,10,20,0,2,1,2,0.58,0.5455,0.83,0.2239,31,203,234
6814,2011-10-11 00:00:00,4,0,10,21,0,2,1,2,0.58,0.5455,0.78,0.194,17,158,175
6815,2011-10-11 00:00:00,4,0,10,22,0,2,1,2,0.56,0.5303,0.83,0.194,27,120,147
6816,2011-10-11 00:00:00,4,0,10,23,0,2,1,2,0.56,0.5303,0.83,0.2836,10,47,57
6817,2011-10-12 00:00:00,4,0,10,0,0,3,1,2,0.56,0.5303,0.83,0.1343,2,23,25
6818,2011-10-12 00:00:00,4,0,10,1,0,3,1,3,0.56,0.5303,0.83,0.1343,2,8,10
6819,2011-10-12 00:00:00,4,0,10,2,0,3,1,2,0.56,0.5303,0.83,0.2836,0,2,2
6820,2011-10-12 00:00:00,4,0,10,3,0,3,1,3,0.54,0.5152,0.94,0.2985,0,2,2
6821,2011-10-12 00:00:00,4,0,10,4,0,3,1,3,0.54,0.5152,0.94,0.3881,1,6,7
6822,2011-10-12 00:00:00,4,0,10,5,0,3,1,2,0.54,0.5152,0.88,0.3284,0,22,22
6823,2011-10-12 00:00:00,4,0,10,6,0,3,1,2,0.54,0.5152,0.88,0.2537,5,107,112
6824,2011-10-12 00:00:00,4,0,10,7,0,3,1,2,0.54,0.5152,0.88,0.3881,15,244,259
6825,2011-10-12 00:00:00,4,0,10,8,0,3,1,2,0.54,0.5152,0.88,0.3881,27,377,404
6826,2011-10-12 00:00:00,4,0,10,9,0,3,1,2,0.54,0.5152,0.88,0.4478,14,183,197
6827,2011-10-12 00:00:00,4,0,10,10,0,3,1,2,0.54,0.5152,0.88,0.3881,15,98,113
6828,2011-10-12 00:00:00,4,0,10,11,0,3,1,3,0.54,0.5152,0.94,0.3284,18,102,120
6829,2011-10-12 00:00:00,4,0,10,12,0,3,1,3,0.54,0.5152,0.88,0.3284,9,53,62
6830,2011-10-12 00:00:00,4,0,10,13,0,3,1,3,0.54,0.5152,0.88,0.2239,25,76,101
6831,2011-10-12 00:00:00,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.2836,8,70,78
6832,2011-10-12 00:00:00,4,0,10,15,0,3,1,3,0.54,0.5152,0.94,0.2537,3,42,45
6833,2011-10-12 00:00:00,4,0,10,16,0,3,1,2,0.56,0.5303,0.88,0.2239,5,50,55
6834,2011-10-12 00:00:00,4,0,10,17,0,3,1,3,0.54,0.5152,0.94,0.2239,16,235,251
6835,2011-10-12 00:00:00,4,0,10,18,0,3,1,3,0.54,0.5152,0.94,0.1343,11,161,172
6836,2011-10-12 00:00:00,4,0,10,19,0,3,1,3,0.54,0.5152,0.94,0.1343,7,102,109
6837,2011-10-12 00:00:00,4,0,10,20,0,3,1,3,0.54,0.5152,0.94,0.1045,9,81,90
6838,2011-10-12 00:00:00,4,0,10,21,0,3,1,3,0.54,0.5152,1.0,0.1045,9,74,83
6839,2011-10-12 00:00:00,4,0,10,22,0,3,1,3,0.54,0.5152,0.94,0.0896,3,40,43
6840,2011-10-12 00:00:00,4,0,10,23,0,3,1,3,0.54,0.5152,0.94,0.0896,13,41,54
6841,2011-10-13 00:00:00,4,0,10,0,0,4,1,2,0.54,0.5152,0.94,0.1343,1,14,15
6842,2011-10-13 00:00:00,4,0,10,1,0,4,1,2,0.54,0.5152,0.94,0.0,3,9,12
6843,2011-10-13 00:00:00,4,0,10,2,0,4,1,2,0.54,0.5152,0.94,0.0,0,4,4
6844,2011-10-13 00:00:00,4,0,10,3,0,4,1,2,0.54,0.5152,1.0,0.194,2,4,6
6845,2011-10-13 00:00:00,4,0,10,4,0,4,1,2,0.54,0.5152,1.0,0.1045,2,5,7
6846,2011-10-13 00:00:00,4,0,10,5,0,4,1,2,0.54,0.5152,1.0,0.1045,1,16,17
6847,2011-10-13 00:00:00,4,0,10,6,0,4,1,3,0.54,0.5152,1.0,0.0896,1,51,52
6848,2011-10-13 00:00:00,4,0,10,7,0,4,1,3,0.54,0.5152,1.0,0.1343,5,76,81
6849,2011-10-13 00:00:00,4,0,10,8,0,4,1,3,0.54,0.5152,1.0,0.0896,10,199,209
6850,2011-10-13 00:00:00,4,0,10,9,0,4,1,3,0.56,0.5303,1.0,0.1045,3,106,109
6851,2011-10-13 00:00:00,4,0,10,10,0,4,1,3,0.56,0.5303,1.0,0.1343,16,53,69
6852,2011-10-13 00:00:00,4,0,10,11,0,4,1,2,0.62,0.5758,0.83,0.0,8,76,84
6853,2011-10-13 00:00:00,4,0,10,12,0,4,1,2,0.62,0.5606,0.88,0.0,10,95,105
6854,2011-10-13 00:00:00,4,0,10,13,0,4,1,2,0.64,0.5758,0.83,0.1642,20,142,162
6855,2011-10-13 00:00:00,4,0,10,14,0,4,1,1,0.66,0.6061,0.78,0.194,22,111,133
6856,2011-10-13 00:00:00,4,0,10,15,0,4,1,1,0.66,0.6061,0.78,0.194,27,128,155
6857,2011-10-13 00:00:00,4,0,10,16,0,4,1,1,0.66,0.6212,0.74,0.2239,36,240,276
6858,2011-10-13 00:00:00,4,0,10,17,0,4,1,3,0.62,0.5758,0.83,0.2537,47,432,479
6859,2011-10-13 00:00:00,4,0,10,18,0,4,1,3,0.62,0.5758,0.83,0.2537,20,248,268
6860,2011-10-13 00:00:00,4,0,10,19,0,4,1,2,0.62,0.5758,0.83,0.1642,18,187,205
6861,2011-10-13 00:00:00,4,0,10,20,0,4,1,1,0.62,0.5758,0.83,0.2836,15,166,181
6862,2011-10-13 00:00:00,4,0,10,21,0,4,1,1,0.62,0.5758,0.83,0.194,8,115,123
6863,2011-10-13 00:00:00,4,0,10,22,0,4,1,1,0.62,0.5758,0.83,0.194,13,101,114
6864,2011-10-13 00:00:00,4,0,10,23,0,4,1,2,0.58,0.5455,0.88,0.194,2,45,47
6865,2011-10-14 00:00:00,4,0,10,0,0,5,1,1,0.58,0.5455,0.94,0.0896,10,29,39
6866,2011-10-14 00:00:00,4,0,10,1,0,5,1,1,0.58,0.5455,0.94,0.1343,8,16,24
6867,2011-10-14 00:00:00,4,0,10,2,0,5,1,1,0.56,0.5303,0.94,0.1642,0,6,6
6868,2011-10-14 00:00:00,4,0,10,3,0,5,1,1,0.56,0.5303,0.94,0.1343,1,6,7
6869,2011-10-14 00:00:00,4,0,10,4,0,5,1,1,0.56,0.5303,0.94,0.194,0,8,8
6870,2011-10-14 00:00:00,4,0,10,5,0,5,1,2,0.56,0.5303,0.94,0.1642,0,17,17
6871,2011-10-14 00:00:00,4,0,10,6,0,5,1,3,0.56,0.5303,0.88,0.194,4,90,94
6872,2011-10-14 00:00:00,4,0,10,7,0,5,1,3,0.56,0.5303,0.88,0.194,10,137,147
6873,2011-10-14 00:00:00,4,0,10,8,0,5,1,2,0.56,0.5303,0.9,0.1642,23,186,209
6874,2011-10-14 00:00:00,4,0,10,9,0,5,1,2,0.56,0.5303,0.94,0.2239,16,164,180
6875,2011-10-14 00:00:00,4,0,10,10,0,5,1,3,0.54,0.5152,0.88,0.3582,17,108,125
6876,2011-10-14 00:00:00,4,0,10,11,0,5,1,3,0.52,0.5,0.88,0.1642,11,76,87
6877,2011-10-14 00:00:00,4,0,10,12,0,5,1,3,0.52,0.5,0.88,0.1642,13,62,75
6878,2011-10-14 00:00:00,4,0,10,13,0,5,1,1,0.56,0.5303,0.73,0.3582,18,114,132
6879,2011-10-14 00:00:00,4,0,10,14,0,5,1,1,0.62,0.6212,0.43,0.3582,37,119,156
6880,2011-10-14 00:00:00,4,0,10,15,0,5,1,1,0.62,0.6212,0.43,0.2836,61,169,230
6881,2011-10-14 00:00:00,4,0,10,16,0,5,1,1,0.6,0.6212,0.43,0.2239,80,264,344
6882,2011-10-14 00:00:00,4,0,10,17,0,5,1,1,0.58,0.5455,0.46,0.4179,55,426,481
6883,2011-10-14 00:00:00,4,0,10,18,0,5,1,1,0.54,0.5152,0.39,0.2836,62,361,423
6884,2011-10-14 00:00:00,4,0,10,19,0,5,1,1,0.54,0.5152,0.39,0.3284,27,221,248
6885,2011-10-14 00:00:00,4,0,10,20,0,5,1,1,0.52,0.5,0.42,0.194,19,177,196
6886,2011-10-14 00:00:00,4,0,10,21,0,5,1,1,0.5,0.4848,0.45,0.194,22,156,178
6887,2011-10-14 00:00:00,4,0,10,22,0,5,1,1,0.46,0.4545,0.59,0.2239,20,123,143
6888,2011-10-14 00:00:00,4,0,10,23,0,5,1,1,0.46,0.4545,0.59,0.1642,15,80,95
6889,2011-10-15 00:00:00,4,0,10,0,0,6,0,1,0.46,0.4545,0.55,0.1045,18,88,106
6890,2011-10-15 00:00:00,4,0,10,1,0,6,0,1,0.46,0.4545,0.55,0.2537,9,64,73
6891,2011-10-15 00:00:00,4,0,10,2,0,6,0,1,0.46,0.4545,0.59,0.194,17,39,56
6892,2011-10-15 00:00:00,4,0,10,3,0,6,0,1,0.44,0.4394,0.62,0.194,5,18,23
6893,2011-10-15 00:00:00,4,0,10,4,0,6,0,1,0.42,0.4242,0.67,0.1343,0,6,6
6894,2011-10-15 00:00:00,4,0,10,5,0,6,0,1,0.42,0.4242,0.71,0.1642,1,6,7
6895,2011-10-15 00:00:00,4,0,10,6,0,6,0,1,0.4,0.4091,0.71,0.0,5,15,20
6896,2011-10-15 00:00:00,4,0,10,7,0,6,0,1,0.4,0.4091,0.76,0.1045,17,40,57
6897,2011-10-15 00:00:00,4,0,10,8,0,6,0,1,0.46,0.4545,0.59,0.2836,24,101,125
6898,2011-10-15 00:00:00,4,0,10,9,0,6,0,1,0.52,0.5,0.48,0.2985,50,157,207
6899,2011-10-15 00:00:00,4,0,10,10,0,6,0,1,0.54,0.5152,0.45,0.4478,115,207,322
6900,2011-10-15 00:00:00,4,0,10,11,0,6,0,1,0.56,0.5303,0.4,0.3881,153,221,374
6901,2011-10-15 00:00:00,4,0,10,12,0,6,0,1,0.58,0.5455,0.35,0.5522,195,261,456
6902,2011-10-15 00:00:00,4,0,10,13,0,6,0,1,0.6,0.6212,0.35,0.4627,171,223,394
6903,2011-10-15 00:00:00,4,0,10,14,0,6,0,1,0.6,0.6212,0.33,0.4627,242,230,472
6904,2011-10-15 00:00:00,4,0,10,15,0,6,0,1,0.62,0.6212,0.31,0.4925,166,211,377
6905,2011-10-15 00:00:00,4,0,10,16,0,6,0,1,0.62,0.6212,0.29,0.3881,179,264,443
6906,2011-10-15 00:00:00,4,0,10,17,0,6,0,1,0.58,0.5455,0.32,0.2836,177,264,441
6907,2011-10-15 00:00:00,4,0,10,18,0,6,0,1,0.54,0.5152,0.39,0.194,121,251,372
6908,2011-10-15 00:00:00,4,0,10,19,0,6,0,1,0.5,0.4848,0.51,0.1343,61,177,238
6909,2011-10-15 00:00:00,4,0,10,20,0,6,0,1,0.5,0.4848,0.48,0.1343,42,137,179
6910,2011-10-15 00:00:00,4,0,10,21,0,6,0,1,0.5,0.4848,0.42,0.2239,53,115,168
6911,2011-10-15 00:00:00,4,0,10,22,0,6,0,1,0.5,0.4848,0.36,0.1343,45,121,166
6912,2011-10-15 00:00:00,4,0,10,23,0,6,0,1,0.48,0.4697,0.41,0.1642,33,102,135
6913,2011-10-16 00:00:00,4,0,10,0,0,0,0,1,0.46,0.4545,0.44,0.1343,22,85,107
6914,2011-10-16 00:00:00,4,0,10,1,0,0,0,1,0.44,0.4394,0.47,0.1343,13,64,77
6915,2011-10-16 00:00:00,4,0,10,2,0,0,0,1,0.42,0.4242,0.54,0.1343,13,52,65
6916,2011-10-16 00:00:00,4,0,10,3,0,0,0,1,0.42,0.4242,0.54,0.1343,11,31,42
6917,2011-10-16 00:00:00,4,0,10,4,0,0,0,1,0.42,0.4242,0.54,0.194,5,7,12
6918,2011-10-16 00:00:00,4,0,10,5,0,0,0,1,0.42,0.4242,0.54,0.1642,1,6,7
6919,2011-10-16 00:00:00,4,0,10,6,0,0,0,1,0.38,0.3939,0.66,0.1642,3,7,10
6920,2011-10-16 00:00:00,4,0,10,7,0,0,0,1,0.4,0.4091,0.62,0.1343,9,39,48
6921,2011-10-16 00:00:00,4,0,10,8,0,0,0,1,0.44,0.4394,0.62,0.194,28,71,99
6922,2011-10-16 00:00:00,4,0,10,9,0,0,0,1,0.5,0.4848,0.45,0.2239,39,151,190
6923,2011-10-16 00:00:00,4,0,10,10,0,0,0,1,0.54,0.5152,0.45,0.2537,121,226,347
6924,2011-10-16 00:00:00,4,0,10,11,0,0,0,1,0.56,0.5303,0.35,0.2836,159,218,377
6925,2011-10-16 00:00:00,4,0,10,12,0,0,0,1,0.58,0.5455,0.35,0.2537,167,277,444
6926,2011-10-16 00:00:00,4,0,10,13,0,0,0,1,0.6,0.6212,0.35,0.2985,169,269,438
6927,2011-10-16 00:00:00,4,0,10,14,0,0,0,1,0.6,0.6212,0.4,0.2985,204,258,462
6928,2011-10-16 00:00:00,4,0,10,15,0,0,0,1,0.62,0.6212,0.35,0.3881,182,230,412
6929,2011-10-16 00:00:00,4,0,10,16,0,0,0,1,0.6,0.6212,0.46,0.3881,177,289,466
6930,2011-10-16 00:00:00,4,0,10,17,0,0,0,1,0.58,0.5455,0.49,0.4627,152,253,405
6931,2011-10-16 00:00:00,4,0,10,18,0,0,0,1,0.56,0.5303,0.49,0.4478,102,226,328
6932,2011-10-16 00:00:00,4,0,10,19,0,0,0,1,0.54,0.5152,0.52,0.3881,52,181,233
6933,2011-10-16 00:00:00,4,0,10,20,0,0,0,1,0.54,0.5152,0.52,0.4627,49,129,178
6934,2011-10-16 00:00:00,4,0,10,21,0,0,0,1,0.54,0.5152,0.52,0.3881,14,88,102
6935,2011-10-16 00:00:00,4,0,10,22,0,0,0,1,0.56,0.5303,0.49,0.4179,42,88,130
6936,2011-10-16 00:00:00,4,0,10,23,0,0,0,1,0.56,0.5303,0.52,0.4179,14,48,62
6937,2011-10-17 00:00:00,4,0,10,0,0,1,1,1,0.54,0.5152,0.56,0.3284,12,25,37
6938,2011-10-17 00:00:00,4,0,10,1,0,1,1,1,0.56,0.5303,0.54,0.3881,2,15,17
6939,2011-10-17 00:00:00,4,0,10,2,0,1,1,1,0.56,0.5303,0.54,0.3881,4,3,7
6940,2011-10-17 00:00:00,4,0,10,3,0,1,1,1,0.56,0.5303,0.49,0.194,0,2,2
6941,2011-10-17 00:00:00,4,0,10,4,0,1,1,1,0.52,0.5,0.59,0.1642,2,3,5
6942,2011-10-17 00:00:00,4,0,10,5,0,1,1,1,0.5,0.4848,0.63,0.2985,1,28,29
6943,2011-10-17 00:00:00,4,0,10,6,0,1,1,1,0.5,0.4848,0.55,0.2537,7,107,114
6944,2011-10-17 00:00:00,4,0,10,7,0,1,1,2,0.5,0.4848,0.55,0.1642,10,299,309
6945,2011-10-17 00:00:00,4,0,10,8,0,1,1,2,0.5,0.4848,0.51,0.2537,33,381,414
6946,2011-10-17 00:00:00,4,0,10,9,0,1,1,2,0.5,0.4848,0.45,0.2836,26,180,206
6947,2011-10-17 00:00:00,4,0,10,10,0,1,1,1,0.52,0.5,0.45,0.1642,43,92,135
6948,2011-10-17 00:00:00,4,0,10,11,0,1,1,1,0.56,0.5303,0.43,0.0,35,131,166
6949,2011-10-17 00:00:00,4,0,10,12,0,1,1,1,0.56,0.5303,0.4,0.0896,39,166,205
6950,2011-10-17 00:00:00,4,0,10,13,0,1,1,1,0.56,0.5303,0.46,0.0896,49,156,205
6951,2011-10-17 00:00:00,4,0,10,14,0,1,1,1,0.58,0.5455,0.49,0.194,44,122,166
6952,2011-10-17 00:00:00,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.2537,66,142,208
6953,2011-10-17 00:00:00,4,0,10,16,0,1,1,1,0.58,0.5455,0.56,0.2537,64,238,302
6954,2011-10-17 00:00:00,4,0,10,17,0,1,1,1,0.56,0.5303,0.64,0.1343,80,540,620
6955,2011-10-17 00:00:00,4,0,10,18,0,1,1,1,0.56,0.5303,0.6,0.0,49,469,518
6956,2011-10-17 00:00:00,4,0,10,19,0,1,1,1,0.54,0.5152,0.68,0.1045,45,288,333
6957,2011-10-17 00:00:00,4,0,10,20,0,1,1,1,0.52,0.5,0.77,0.1045,40,189,229
6958,2011-10-17 00:00:00,4,0,10,21,0,1,1,1,0.5,0.4848,0.77,0.1045,36,141,177
6959,2011-10-17 00:00:00,4,0,10,22,0,1,1,1,0.5,0.4848,0.77,0.0,16,88,104
6960,2011-10-17 00:00:00,4,0,10,23,0,1,1,2,0.48,0.4697,0.88,0.0,10,52,62
6961,2011-10-18 00:00:00,4,0,10,0,0,2,1,1,0.48,0.4697,0.82,0.0,8,23,31
6962,2011-10-18 00:00:00,4,0,10,1,0,2,1,2,0.46,0.4545,0.88,0.0,4,7,11
